priority	scroll_key	scroll_id	short_id	division	z	y	x	width	height	patch_size	voxel_um	ml_window_mm	submittable_window	local_uri	notes	review_score	prediction_found	metadata_found	metadata_error	ink_mean	ink_std	ink_max	ink_hot_fraction	fiber_mean	artifact_stem	ct_occupied_status	ct_chunk_coord
1.2500	Scroll3	Scroll 3	PHerc0332	div_60	19840	7712	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_60/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_19840_7712_7712_64x64	true	155.60.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_70	23296	7712	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_70/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_23296_7712_7712_64x64	true	182.60.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_70	23296	7712	7840	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_70/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_23296_7712_7840_64x64	true	182.60.61
1.2500	Scroll3	Scroll 3	PHerc0332	div_70	23296	7840	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_70/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_23296_7840_7712_64x64	true	182.61.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_70	23296	7840	7840	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_70/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_23296_7840_7840_64x64	true	182.61.61
1.2500	Scroll3	Scroll 3	PHerc0332	div_70	23168	7712	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_70/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_23168_7712_7712_64x64	true	181.60.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_80	26496	7712	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_80/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_26496_7712_7712_64x64	true	207.60.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_80	26496	7712	7840	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_80/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_26496_7712_7840_64x64	true	207.60.61
1.2500	Scroll3	Scroll 3	PHerc0332	div_80	26496	7840	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_80/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_26496_7840_7712_64x64	true	207.61.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_80	26496	7840	7840	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_80/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_26496_7840_7840_64x64	true	207.61.61
1.2500	Scroll3	Scroll 3	PHerc0332	div_80	26368	7712	7712	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_80/0	First Letters / First Title target	1.650000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_26368_7712_7712_64x64	true	206.60.60
1.2500	Scroll3	Scroll 3	PHerc0332	div_0	1000	1920	2176	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_0/0	First Letters / First Title target	-0.350000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_1000_1920_2176_64x64	false	7.15.17
1.2500	Scroll3	Scroll 3	PHerc0332	div_0	1000	1984	2112	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_0/0	First Letters / First Title target	-0.350000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_1000_1984_2112_64x64	false	7.15.16
1.2500	Scroll3	Scroll 3	PHerc0332	div_0	1000	2048	2048	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_0/0	First Letters / First Title target	-0.350000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_1000_2048_2048_64x64	false	7.16.16
1.2500	Scroll3	Scroll 3	PHerc0332	div_0	1000	2112	1984	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_0/0	First Letters / First Title target	-0.350000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_1000_2112_1984_64x64	false	7.16.15
1.2500	Scroll3	Scroll 3	PHerc0332	div_0	1000	2176	1920	64	64	64	7.91	0.5062	true	local_data/PHerc0332_Divisions/div_0/0	First Letters / First Title target	-0.350000	false	false		0.000000	0.000000	0.000000	0.000000	0.000000	pred_1000_2176_1920_64x64	false	7.17.15
